,epic_name,tm_name,epic_candname,pl_name,ra,ra_err,ra_str,dec,dec_err,dec_str,k2c_disp,k2c_refdisp,k2c_reflink,k2c_note,k2c_recentflag,k2_campaign_str,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metratio,st_rad,st_raderr1,st_raderr2,st_radlim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_kep,st_keperr,st_keplim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_us,st_userr,st_uslim,st_gs,st_gserr,st_gslim,st_rs,st_rserr,st_rslim,st_is,st_iserr,st_islim,st_zs,st_zserr,st_zslim,st_j2,st_j2err,st_j2lim,st_h2,st_h2err,st_h2lim,st_k2,st_k2err,st_k2lim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_bmvj,st_bmvjerr,st_bmvjlim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,pl_fppprob,pl_fppproblim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_tranflag
408,EPIC 212069861,2MASS J08574660+2127127,EPIC 212069861.01,K2-123 b,134.444183,0.0,08h57m46.60s,21.453533,0.0,+21d27m12.7s,CONFIRMED,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,0,5.0,,,,,,,,,,,,,,,,,,,,,,0.64,,,0.0,,,,,14.102,,0.0,16.292,0.1,0.0,14.780999999999999,0.03,0.0,,,,15.638,0.04,0.0,14.175999999999998,0.07,0.0,13.445,0.07,0.0,,,,11.907,0.02,0.0,11.25,0.023,0.0,11.055,0.021,0.0,10.960999999999999,0.023,0.0,10.981,0.021,0.0,10.919,0.129,0.0,8.525,,-1.0,1.511,0.10400000000000001,0.0,0.657,0.03,0.0,0.195,0.031,0.0,0.852,0.028999999999999998,0.0,,,30.952606,0.003195,-0.002888,0.0,2457147.49591,0.004017,-0.00436,0.0,,,,,0.1567,0.0083,-0.0067,0.0,,,,,0.43,0.29,-0.29,0.0,,,,,0.0429,0.0052,-0.0022,0.0,0.27,0.05,-0.04,0.0,3.0,0.6,-0.5,0.0,,,,,1.0
409,EPIC 212150006,2MASS J08324068+2301551,EPIC 212150006.01,,128.16953999999998,0.0,08h32m40.69s,23.032,0.0,+23d01m55.2s,CANDIDATE,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,0,5.0,,,,,,,,,,,,,,,,,,,,,,0.79,,,0.0,,,,,14.7,,0.0,15.677999999999999,0.08,0.0,14.770999999999999,0.042,0.0,,,,15.132,0.040999999999999995,0.0,14.616,0.051,0.0,14.515,0.081,0.0,,,,13.462,0.021,0.0,13.054,0.03,0.0,12.948,0.031,0.0,12.905,0.024,0.0,12.944,0.028999999999999998,0.0,12.165,0.41,0.0,8.632,,-1.0,0.907,0.09,0.0,0.408,0.037000000000000005,0.0,0.106,0.043,0.0,0.514,0.037000000000000005,0.0,,,0.898312,2.5e-05,-2.4e-05,0.0,2457142.67716,0.001068,-0.001114,0.0,,,,,0.0,0.0,0.0,0.0,,,,,1.58,0.47,-0.4,0.0,,,,,0.3728,0.3056,-0.2431,0.0,2.85,2.61,-2.19,0.0,32.0,29.2,-24.5,0.0,,,,,1.0
410,EPIC 211924657,2MASS J08400641+1905346,EPIC 211924657.01,K2-146 b,130.026779,0.0,08h40m06.43s,19.092878,0.0,+19d05m34.4s,CONFIRMED,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,0,5.0,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.0,,,,,15.030999999999999,,0.0,17.873,0.17,0.0,16.248,0.07200000000000001,0.0,,,,16.939,0.07,0.0,15.565,0.01,0.0,14.213,0.15,0.0,,,,12.183,0.021,0.0,11.605,0.018000000000000002,0.0,11.37,0.023,0.0,11.175,0.023,0.0,11.03,0.021,0.0,10.98,0.191,0.0,8.451,0.0,0.0,1.625,0.185,0.0,0.578,0.027999999999999997,0.0,0.235,0.028999999999999998,0.0,0.813,0.031,0.0,,,2.644845,0.000128,-0.000137,0.0,2457144.64143,0.0017239999999999998,-0.001696,0.0,,,,,0.0638,0.0104,-0.0638,0.0,,,,,1.13,0.52,-0.29,0.0,,,,,0.1951,0.4378,-0.133,0.0,0.95,2.17,-0.75,0.0,10.7,24.3,-8.4,0.0,,,,,1.0
411,EPIC 212154564,2MASS J08543387+2307584,EPIC 212154564.01,K2-124 b,133.64119,0.0,08h54m33.89s,23.132891,0.0,+23d07m58.4s,CONFIRMED,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,0,5.0,,,,,,,,,,,,,,,,,,,,,,0.35,,,0.0,,,,,15.105,,0.0,,,,,,,,,,,,,,,,,,,,,,12.838,0.023,0.0,12.227,0.022000000000000002,0.0,11.975,0.018000000000000002,0.0,,,,,,,,,,,,,,,,0.611,0.032,0.0,0.252,0.027999999999999997,0.0,0.863,0.028999999999999998,0.0,,,6.413718,0.000296,-0.000292,0.0,2457142.1806099997,0.0019850000000000002,-0.002016,0.0,,,,,0.0729,0.0037,-0.0029,0.0,,,,,0.36,0.29,-0.25,0.0,,,,,0.0676,0.007,-0.0027,0.0,0.23,0.1,-0.09,0.0,2.6,1.1,-1.0,0.0,,,,,1.0
412,EPIC 211916756,2MASS J08372705+1858360,EPIC 211916756.01,K2-95 b,129.36274699999998,0.0,08h37m27.06s,18.976685,0.0,+18d58m36.1s,CONFIRMED,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,0,5.0,,,,,,,,,,,,,,,,,,,,,,0.43,,,0.0,,,,,15.498,,0.0,,,,,,,,,,,,,,,,,,,,,,13.312000000000001,0.021,0.0,12.738,0.024,0.0,12.474,0.021,0.0,,,,,,,,,,,,,,,,0.574,0.032,0.0,0.264,0.032,0.0,0.838,0.03,0.0,,,10.134279,0.001059,-0.001088,0.0,2457150.87783,0.003696,-0.0036119999999999998,0.0,,,,,0.1404,0.0117,-0.0179,0.0,,,,,1.2,0.47,-0.45,0.0,,,,,0.3161,0.4378,-0.2333,0.0,1.32,1.91,-1.12,0.0,14.8,21.4,-12.5,0.0,,,,,1.0
413,EPIC 211509553,2MASS J09000476+1316258,EPIC 211509553.01,,135.01976000000002,0.0,09h00m04.74s,13.273871,0.0,+13d16m25.9s,CANDIDATE,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,0,5.0,,,,,,,,,,,,,,,,,,,,,,0.53,,,0.0,,,,,15.725,,0.0,17.820999999999998,0.133,0.0,16.578,0.083,0.0,,,,17.262999999999998,0.01,0.0,15.935,0.04,0.0,15.065,0.08,0.0,,,,13.357999999999999,0.024,0.0,12.744000000000002,0.027000000000000003,0.0,12.555,0.024,0.0,12.418,0.023,0.0,12.329,0.024,0.0,12.027000000000001,0.33,0.0,8.57,,-1.0,1.2429999999999999,0.157,0.0,0.614,0.036000000000000004,0.0,0.18899999999999997,0.036000000000000004,0.0,0.8029999999999999,0.034,0.0,,,20.358748,0.000361,-0.000366,0.0,2457151.4134,0.000718,-0.000715,0.0,,,,,0.1496,0.0013,-0.0013,0.0,,,,,0.12,0.11,-0.08,0.0,,,,,0.173,0.0022,-0.0012,0.0,0.89,0.36,-0.36,0.0,10.0,4.0,-4.0,0.0,,,,,1.0
414,EPIC 211799258,2MASS J08325907+1718235,EPIC 211799258.01,,128.24615500000002,0.0,08h32m59.08s,17.306547,0.0,+17d18m23.6s,CANDIDATE,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,1,5.0,,,,,,,,,,,,,,,,,,,,,,0.45,,,0.0,,,,,15.979000000000001,,0.0,,,,,,,20.666999999999998,0.054000000000000006,0.0,17.947,0.006,0.0,16.517,0.005,0.0,15.135,0.005,0.0,14.432,0.005,0.0,13.017000000000001,0.022000000000000002,0.0,12.42,0.025,0.0,12.185,0.025,0.0,,,,,,,,,,,,,,,,0.597,0.033,0.0,0.235,0.035,0.0,0.8320000000000001,0.033,0.0,,,19.53403,0.000238,-0.000239,0.0,2457153.14602,0.00042,-0.00042,0.0,,,,,0.0537,0.0029,-0.0021,0.0,,,,,0.43,0.34,-0.29,0.0,,,,,0.2593,0.0668,-0.0129,0.0,1.13,0.54,-0.45,0.0,12.7,6.0,-5.1,0.0,,,,,1.0
415,EPIC 211413463,2MASS J08353957+1150370,EPIC 211413463.01,,128.91488600000002,0.0,08h35m39.57s,11.843622,0.0,+11d50m37.0s,CANDIDATE,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,1,5.0,,,,,,,,,,,,,,,,,,,,,,0.63,,,0.0,,,,,17.303,,0.0,,,,,,,,,,,,,,,,,,,,,,15.395999999999999,0.055999999999999994,0.0,14.68,0.057999999999999996,0.0,14.640999999999998,0.079,0.0,14.540999999999999,0.032,0.0,14.475,0.057999999999999996,0.0,11.677999999999999,,-1.0,8.129,,-1.0,,,,0.716,0.081,0.0,0.039,0.098,0.0,0.755,0.09699999999999999,0.0,,,3.25182,6.8e-05,-6.6e-05,0.0,2457143.93758,0.000837,-0.000865,0.0,,,,,0.1133,0.0083,-0.0167,0.0,,,,,1.37,0.31,-0.22,0.0,,,,,0.4864,0.2721,-0.1879,0.0,2.96,2.03,-1.65,0.0,33.2,22.8,-18.5,0.0,,,,,1.0
416,EPIC 211375488,2MASS J08432082+1114532,EPIC 211375488.01,,130.836777,0.0,08h43m20.83s,11.24812,0.0,+11d14m53.2s,CANDIDATE,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,1,5.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,17.492,,0.0,,,,,,,,,,,,,,,,,,,,,,15.997,0.141,0.0,15.374,0.15,0.0,14.625,0.166,0.0,,,,,,,,,,,,,,,,0.623,0.20600000000000002,0.0,0.7490000000000001,0.22399999999999998,0.0,1.3719999999999999,0.218,0.0,,,4.166738,0.000301,-0.000303,0.0,2457143.81265,0.002908,-0.002943,0.0,,,,,0.1138,0.0079,-0.0083,0.0,,,,,1.26,0.4,-0.35,0.0,,,,,0.4348,0.3692,-0.2797,0.0,8.46,7.94,-6.41,0.0,94.8,89.0,-71.8,0.0,,,,,1.0
417,EPIC 212357477,2MASS J13280398-1556162,EPIC 212357477.01,K2-277 b,202.01663200000002,0.0,13h28m03.99s,-15.93782,0.0,-15d56m16.2s,CONFIRMED,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,0,6.0,,,,,,,,,,,,,,,,,,,,,,1.01,,,0.0,,,,,10.215,,0.0,11.08,0.076,0.0,10.364,0.054000000000000006,0.0,,,,10.885,0.25,0.0,10.127,0.04,0.0,9.927999999999999,0.05,0.0,,,,9.081,0.034,0.0,8.748,0.071,0.0,8.687000000000001,0.024,0.0,8.63,0.023,0.0,8.675,0.02,0.0,8.649,0.024,0.0,8.418,0.261,0.0,0.716,0.09300000000000001,0.0,0.33299999999999996,0.079,0.0,0.061,0.075,0.0,0.39399999999999996,0.042,0.0,,,6.326796,0.000395,-0.000397,0.0,2457221.22953,0.002411,-0.002472,0.0,,,,,0.0762,0.0042,-0.0037,0.0,,,,,0.5,0.31,-0.34,0.0,,,,,0.0201,0.0027,-0.0012,0.0,0.2,0.04,-0.02,0.0,2.2,0.4,-0.2,0.0,,,,,1.0
418,EPIC 212703473,2MASS J13245676-0810183,EPIC 212703473.01,,201.236542,0.0,13h24m56.77s,-8.171739,0.0,-08d10m18.3s,CANDIDATE,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,0,6.0,,,,,,,,,,,,,,,,,,,,,,1.11,,,0.0,,,,,10.729000000000001,,0.0,11.489,0.10099999999999999,0.0,10.972999999999999,0.096,0.0,,,,11.217,0.09,0.0,10.652000000000001,0.03,0.0,10.52,0.07,0.0,,,,9.693999999999999,0.024,0.0,9.402000000000001,0.024,0.0,9.307,0.021,0.0,9.277000000000001,0.023,0.0,9.318999999999999,0.02,0.0,9.269,0.032,0.0,8.834,0.35,0.0,0.516,0.139,0.0,0.292,0.034,0.0,0.095,0.032,0.0,0.387,0.032,0.0,,,6.788344,0.001558,-0.00158,0.0,2457222.73345,0.009459,-0.009217,0.0,,,,,0.1154,0.0113,-0.0117,0.0,,,,,0.5,0.32,-0.34,0.0,,,,,0.0133,0.0019,-0.0011,0.0,0.14,0.03,-0.02,0.0,1.6,0.3,-0.2,0.0,,,,,1.0
419,EPIC 212803289,2MASS J13550570-0526330,EPIC 212803289.01,K2-99 b,208.773743,0.0,13h55m05.70s,-5.4424660000000005,0.0,-05d26m32.9s,CONFIRMED,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,0,6.0,,,,,,,,,,,,,,,,,,,,,,1.98,,,0.0,,,,,11.014000000000001,,0.0,11.75,0.113,0.0,11.149000000000001,0.099,0.0,,,,11.332,0.06,0.0,10.957,0.03,0.0,10.878,0.04,0.0,,,,10.024,0.022000000000000002,0.0,9.755,0.021,0.0,9.72,0.021,0.0,9.685,0.021,0.0,9.714,0.02,0.0,9.721,0.047,0.0,8.85,,-1.0,0.601,0.15,0.0,0.26899999999999996,0.03,0.0,0.035,0.03,0.0,0.304,0.03,0.0,,,18.252213,0.001438,-0.001419,0.0,2457233.82485,0.002602,-0.0025239999999999998,0.0,,,,,0.4604,0.0067,-0.0046,0.0,,,,,0.38,0.23,-0.25,0.0,,,,,0.0385,0.0013,-0.0007,0.0,0.74,0.12,-0.11,0.0,8.3,1.3,-1.2,0.0,,,,,1.0
420,EPIC 212839127,2MASS J13270720-0414534,EPIC 212839127.01,,201.779999,0.0,13h27m07.20s,-4.248198,0.0,-04d14m53.5s,CANDIDATE,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,1,6.0,,,,,,,,,,,,,,,,,,,,,,1.05,,,0.0,,,,,13.33,,0.0,14.037,0.03,0.0,13.380999999999998,0.04,0.0,,,,13.705,0.04,0.0,13.254000000000001,0.03,0.0,13.169,0.02,0.0,,,,12.284,0.024,0.0,12.081,0.024,0.0,11.953,0.023,0.0,11.947000000000001,0.023,0.0,11.985999999999999,0.023,0.0,11.940999999999999,0.237,0.0,9.269,,-1.0,0.6559999999999999,0.05,0.0,0.203,0.034,0.0,0.128,0.033,0.0,0.331,0.033,0.0,,,20.641492,0.000139,-0.000139,0.0,2457238.33933,0.00016999999999999999,-0.000176,0.0,,,,,0.1679,0.0008,-0.0008,0.0,,,,,1.11,0.24,-0.15,0.0,,,,,0.431,0.2149,-0.1179,0.0,4.42,2.82,-2.14,0.0,49.5,31.6,-24.0,0.0,,,,,1.0
421,EPIC 212579164,2MASS J13121794-1102515,EPIC 212579164.01,,198.074768,0.0,13h12m17.94s,-11.047655,0.0,-11d02m51.6s,CANDIDATE,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,1,6.0,,,,,,,,,,,,,,,,,,,,,,0.83,,,0.0,,,,,13.632,,0.0,14.640999999999998,0.04,0.0,13.967,0.05,0.0,,,,14.315999999999999,0.03,0.0,13.852,0.03,0.0,13.339,0.51,0.0,,,,12.709000000000001,0.022000000000000002,0.0,12.335999999999999,0.021,0.0,12.25,0.027000000000000003,0.0,12.25,0.022000000000000002,0.0,12.242,0.022000000000000002,0.0,12.581,0.517,0.0,9.095,,-1.0,0.674,0.064,0.0,0.373,0.03,0.0,0.086,0.034,0.0,0.45899999999999996,0.035,0.0,,,18.155653,7e-05,-6.8e-05,0.0,2457238.55344,0.000123,-0.00011,0.0,,,,,0.1496,0.0033,-0.0029,0.0,,,,,0.74,0.18,-0.15,0.0,,,,,0.607,0.141,-0.0851,0.0,4.91,2.27,-2.08,0.0,55.0,25.4,-23.3,0.0,,,,,1.0
422,EPIC 212570977,2MASS J13433632-1113249,EPIC 212570977.01,,205.901398,0.0,13h43m36.34s,-11.22357,0.0,-11d13m24.9s,CANDIDATE,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,1,6.0,,,,,,,,,,,,,,,,,,,,,,0.87,,,0.0,,,,,13.927999999999999,,0.0,14.843,0.05,0.0,14.082,0.03,0.0,,,,14.415999999999999,0.04,0.0,13.869000000000002,0.04,0.0,13.719000000000001,0.12,0.0,,,,12.735,0.027000000000000003,0.0,12.362,0.024,0.0,12.319,0.028999999999999998,0.0,12.283,0.023,0.0,12.314,0.024,0.0,12.349,0.379,0.0,8.919,,-1.0,0.7609999999999999,0.057999999999999996,0.0,0.373,0.036000000000000004,0.0,0.043,0.038,0.0,0.41600000000000004,0.04,0.0,,,8.853025,8.2e-05,-8.1e-05,0.0,2457223.8944099997,0.00038199999999999996,-0.00038700000000000003,0.0,,,,,0.1758,0.0013,-0.0013,0.0,,,,,0.43,0.04,-0.05,0.0,,,,,0.1514,0.001,-0.001,0.0,1.28,0.52,-0.52,0.0,14.4,5.8,-5.8,0.0,,,,,1.0
423,EPIC 212311834,2MASS J13195439-1710521,EPIC 212311834.01,,199.97663899999998,0.0,13h19m54.39s,-17.181145,0.0,-17d10m52.1s,CANDIDATE,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,1,6.0,,,,,,,,,,,,,,,,,,,,,,0.76,,,0.0,,,,,14.679,,0.0,15.689,0.09,0.0,14.788,0.03,0.0,,,,15.339,0.27,0.0,14.579,0.05,0.0,14.395999999999999,0.14,0.0,,,,13.327,0.026000000000000002,0.0,12.88,0.028999999999999998,0.0,12.762,0.033,0.0,12.759,0.024,0.0,12.743,0.025,0.0,12.14,,-1.0,8.911,,-1.0,0.9009999999999999,0.095,0.0,0.447,0.039,0.0,0.11800000000000001,0.044000000000000004,0.0,0.565,0.042,0.0,,,17.788652,0.000163,-0.000164,0.0,2457233.41005,0.000303,-0.00028900000000000003,0.0,,,,,0.1171,0.0008,-0.0008,0.0,,,,,1.06,0.25,-0.21,0.0,,,,,0.5791,0.2167,-0.1549,0.0,4.26,2.34,-2.05,0.0,47.8,26.2,-23.0,0.0,,,,,1.0
424,EPIC 212554013,2MASS J13481881-1135204,EPIC 212554013.01,K2-127 b,207.078384,0.0,13h48m18.81s,-11.588979,0.0,-11d35m20.3s,CONFIRMED,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,0,6.0,,,,,,,,,,,,,,,,,,,,,,0.75,,,0.0,,,,,14.732999999999999,,0.0,16.005,0.06,0.0,15.037,0.04,0.0,,,,15.453,0.03,0.0,14.706,0.03,0.0,14.424000000000001,0.07,0.0,,,,13.373,0.024,0.0,12.925999999999998,0.027999999999999997,0.0,12.793,0.033,0.0,12.786,0.024,0.0,12.827,0.025,0.0,12.905,0.527,0.0,9.126,,-1.0,0.968,0.07200000000000001,0.0,0.447,0.037000000000000005,0.0,0.133,0.043,0.0,0.58,0.040999999999999995,0.0,,,3.588158,3e-05,-3.1e-05,0.0,2457223.92593,0.000367,-0.000352,0.0,,,,,0.0912,0.0025,-0.0013,0.0,,,,,0.37,0.19,-0.24,0.0,,,,,0.1117,0.0038,-0.0021,0.0,0.81,0.33,-0.33,0.0,9.1,3.7,-3.7,0.0,,,,,1.0
425,EPIC 212773272,2MASS J13493168-0619267,EPIC 212773272.01,,207.382034,0.0,13h49m31.69s,-6.3240989999999995,0.0,-06d19m26.8s,CANDIDATE,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,1,6.0,,,,,,,,,,,,,,,,,,,,,,0.25,,,0.0,,,,,14.965,,0.0,,,,,,,,,,,,,,,,,,,,,,12.597000000000001,0.028999999999999998,0.0,11.946,0.025,0.0,11.700999999999999,0.024,0.0,,,,,,,,,,,,,,,,0.6509999999999999,0.038,0.0,0.245,0.035,0.0,0.8959999999999999,0.038,0.0,,,4.681743,0.000275,-0.000273,0.0,2457222.6649599997,0.001955,-0.0019210000000000002,0.0,,,,,0.0854,0.0058,-0.0046,0.0,,,,,0.32,0.25,-0.22,0.0,,,,,0.1987,0.01,-0.0068,0.0,0.48,0.2,-0.2,0.0,5.4,2.2,-2.2,0.0,,,,,1.0
426,EPIC 212757601,2MASS J13523711-0646097,EPIC 212757601.01,,208.154648,0.0,13h52m37.12s,-6.769382000000001,0.0,-06d46m09.8s,CANDIDATE,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,0,6.0,,,,,,,,,,,,,,,,,,,,,,0.75,,,0.0,,,,,16.825,,0.0,,,,,,,19.201,0.026000000000000002,0.0,17.493,0.005,0.0,16.838,0.005,0.0,16.538,0.005,0.0,16.354,0.008,0.0,15.349,0.053,0.0,14.860999999999999,0.067,0.0,14.774000000000001,0.106,0.0,14.7,0.03,0.0,14.697000000000001,0.065,0.0,12.370999999999999,,-1.0,9.274,,-1.0,,,,0.488,0.085,0.0,0.087,0.125,0.0,0.575,0.11900000000000001,0.0,,,1.017968,2.8e-05,-3e-05,0.0,2457221.0684,0.001189,-0.001112,0.0,,,,,0.04,0.0262,-0.04,0.0,,,,,1.4,0.48,-0.36,0.0,,,,,0.4393,0.3493,-0.2484,0.0,3.22,2.86,-2.23,0.0,36.1,32.1,-25.0,0.0,,,,,1.0
427,EPIC 213920015,2MASS J19321887-2753040,EPIC 213920015.01,,293.07870499999996,0.0,19h32m18.89s,-27.884281,0.0,-27d53m03.4s,CANDIDATE,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,1,7.0,,,,,,,,,,,,,,,,,,,,,,0.87,,,0.0,,,,,10.021,,0.0,10.895,0.073,0.0,10.174,0.055999999999999994,0.0,,,,,,,,,,,,,,,,8.211,0.027000000000000003,0.0,7.902,0.022000000000000002,0.0,7.83,0.016,0.0,7.745,0.028999999999999998,0.0,7.78,0.019,0.0,7.792000000000001,0.02,0.0,7.8020000000000005,0.18100000000000002,0.0,0.721,0.092,0.0,0.309,0.035,0.0,0.07200000000000001,0.027000000000000003,0.0,0.381,0.031,0.0,,,1.489184,0.000116,-0.000124,0.0,2457311.3788900003,0.003179,-0.003239,0.0,,,,,0.0608,0.0042,-0.005,0.0,,,,,0.5,0.33,-0.34,0.0,,,,,0.0104,0.0009,-0.0005,0.0,0.09,0.01,-0.01,0.0,1.0,0.1,-0.1,0.0,,,,,1.0
428,EPIC 218711655,2MASS J19015453-1817540,EPIC 218711655.01,,285.477173,0.0,19h01m54.52s,-18.298365,0.0,-18d17m54.1s,CANDIDATE,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,1,7.0,,,,,,,,,,,,,,,,,,,,,,1.46,,,0.0,,,,,11.334000000000001,,0.0,11.919,0.13699999999999998,0.0,11.52,0.147,0.0,,,,11.767000000000001,0.03,0.0,11.347999999999999,0.04,0.0,11.149000000000001,0.01,0.0,,,,10.149,0.023,0.0,9.92,0.027000000000000003,0.0,9.853,0.026000000000000002,0.0,9.726,0.022000000000000002,0.0,9.741,0.02,0.0,9.658999999999999,0.059000000000000004,0.0,7.7829999999999995,,-1.0,0.39899999999999997,0.201,0.0,0.22899999999999998,0.035,0.0,0.067,0.037000000000000005,0.0,0.29600000000000004,0.035,0.0,,,1.157563,5e-05,-5e-05,0.0,2457311.85285,0.001835,-0.001812,0.0,,,,,0.0,0.0,0.0,0.0,,,,,1.29,0.1,-0.11,0.0,,,,,0.0777,0.0484,-0.0324,0.0,1.1,0.7,-0.47,0.0,12.3,7.9,-5.3,0.0,,,,,1.0
429,EPIC 218916923,2MASS J19161596-1754384,EPIC 218916923.01,K2-139 b,289.066528,0.0,19h16m15.97s,-17.910688,0.0,-17d54m38.5s,CONFIRMED,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,0,7.0,,,,,,,,,,,,,,,,,,,,,,0.93,,,0.0,,,,,11.47,,0.0,12.433,0.205,0.0,11.652999999999999,0.13699999999999998,0.0,,,,12.049000000000001,0.01,0.0,11.4,0.01,0.0,11.222000000000001,0.01,0.0,,,,10.177,0.022000000000000002,0.0,9.767999999999999,0.022000000000000002,0.0,9.66,0.023,0.0,9.604,0.023,0.0,9.677,0.02,0.0,9.566,0.05,0.0,8.242,,-1.0,0.78,0.247,0.0,0.409,0.031,0.0,0.10800000000000001,0.032,0.0,0.517,0.032,0.0,,,28.382206,0.000318,-0.000318,0.0,2457325.81687,0.000442,-0.000449,0.0,,,,,0.2058,0.0008,-0.0008,0.0,,,,,0.08,0.08,-0.06,0.0,,,,,0.0936,0.0003,-0.0003,0.0,0.85,0.05,-0.04,0.0,9.5,0.6,-0.5,0.0,,,,,1.0
